edge_key	edge_type	source_key	destination_key	event_time	weight	availability_code
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::4::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::4	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::4::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::4	trajectory_family::COMPRESSION::resampled_shape_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::4::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::4	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::5::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::5	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::5::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::5	trajectory_family::COMPRESSION::resampled_shape_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::5::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::5	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::6::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::6	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::6::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::6	trajectory_family::COMPRESSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::6::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::6	trajectory_family::COMPRESSION::summary_geometry_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::7::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::7	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::7::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::7	trajectory_family::COMPRESSION::resampled_shape_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::7::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::7	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::8::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::8	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::8::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::8	trajectory_family::COMPRESSION::resampled_shape_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::8::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::8	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::9::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::9	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::9::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::9	trajectory_family::COMPRESSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::9::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::COMPRESSION::9	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::10::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::10	trajectory_family::EXPANSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::10::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::10	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::10::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::10	trajectory_family::EXPANSION::summary_geometry_v1::C3	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::11::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::11	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::11::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::11	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::11::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::11	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::12::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::12	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::12::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::12	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::12::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::12	trajectory_family::EXPANSION::summary_geometry_v1::C3	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::13::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::13	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::13::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::13	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::13::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::13	trajectory_family::EXPANSION::summary_geometry_v1::C3	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::14::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::14	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::14::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::14	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::14::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::14	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::15::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::15	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::15::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::15	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::15::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::15	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::1::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::1	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::1::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::1	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::1::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::1	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::2::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::2	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::2::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::2	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::2::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::2	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::3::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::3	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::3::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::3	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::3::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::3	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::4::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::4	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::4::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::4	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::4::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::4	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::5::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::5	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::5::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::5	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::5::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::5	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::6::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::6	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::6::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::6	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::6::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::6	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::7::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::7	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::7::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::7	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::7::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::7	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::8::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::8	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::8::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::8	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::8::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::8	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::9::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::9	trajectory_family::EXPANSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::9::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::9	trajectory_family::EXPANSION::resampled_shape_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::9::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::EXPANSION::9	trajectory_family::EXPANSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::10::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::10	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::10::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::10	trajectory_family::COMPRESSION::resampled_shape_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::10::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::10	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::11::hybrid_mirrored_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::11	trajectory_family::COMPRESSION::hybrid_mirrored_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::11::resampled_shape_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::11	trajectory_family::COMPRESSION::resampled_shape_v1::C2	\N	1	AVAILABLE
edge::assignment::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::11::summary_geometry_v1	OBJECT_ASSIGNED_TO_TRAJECTORY_FAMILY	object::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::COMPRESSION::11	trajectory_family::COMPRESSION::summary_geometry_v1::C1	\N	1	AVAILABLE
